oldidentifierfrompreviousfile,fid,src_agency,latitude,longitude,date,sizeha,cause,protzone,ecoz_name,wildlat1,coordinates,Unnamed: 0_y,coordinates1,climlatitude,climlongitude,firelat_radians,firelong_radians,climlat_radians,climlong_radians,distance_km
50706,368201,QC,48.6519,-71.1983,01-05-2012,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.6519,-71.1983",202,"48.5667,-71.3333",48.5667,-71.3333,0.849135842,-1.242644757,0.847648822,-1.245000951,13.71236031
50707,368202,QC,48.4572,-71.1878,06-05-2012,1,H,Intensive,Boreal Shield East,"(45, 50]","48.4572,-71.1878",71,"48.425,-71.1425",48.425,-71.1425,0.845737686,-1.242461497,0.84517569,-1.241670863,4.894472179
50708,368203,QC,48.8425,-72.1325,13-05-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.8425,-72.1325",162,"48.7667,-72.0333",48.7667,-72.0333,0.85246244,-1.258949623,0.85113948,-1.257218256,11.12052584
50709,368204,QC,48.6347,-71.1806,16-05-2012,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.6347,-71.1806",202,"48.5667,-71.3333",48.5667,-71.3333,0.848835646,-1.242335834,0.847648822,-1.245000951,13.52860402
50710,368205,QC,48.5686,-71.2283,20-05-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5686,-71.2283",202,"48.5667,-71.3333",48.5667,-71.3333,0.847681983,-1.243168356,0.847648822,-1.245000951,7.724103531
50711,368206,QC,48.7458,-72.5111,24-05-2012,0.9,H,Intensive,Boreal Shield East,"(45, 50]","48.7458,-72.5111",134,"48.8417,-72.5469",48.8417,-72.5469,0.850774707,-1.265557439,0.852448477,-1.266182267,10.97442241
50712,368207,QC,48.4572,-71.2122,26-05-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4572,-71.2122",71,"48.425,-71.1425",48.425,-71.1425,0.845737686,-1.242887358,0.84517569,-1.241670863,6.261400673
50713,368208,QC,48.8956,-71.8281,21-05-2012,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.8956,-71.8281",162,"48.7667,-72.0333",48.7667,-72.0333,0.85338921,-1.25363684,0.85113948,-1.257218256,20.7484392
50714,368209,QC,48.6528,-72.4239,28-05-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6528,-72.4239",226,"48.6167,-72.4167",48.6167,-72.4167,0.84915155,-1.264035512,0.848521486,-1.263909848,4.046312694
50715,368210,QC,48.2653,-70.7997,28-05-2012,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.2653,-70.7997",75,"48.2981,-70.9195",48.2981,-70.9195,0.842388399,-1.235687874,0.842960867,-1.237778779,9.57974558
50716,368211,QC,48.8722,-72.1817,17-06-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.8722,-72.1817",162,"48.7667,-72.0333",48.7667,-72.0333,0.852980803,-1.259808325,0.85113948,-1.257218256,15.9795408
50717,368212,QC,48.7036,-71.5644,18-06-2012,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.7036,-71.5644",116,"48.5983,-71.7158",48.5983,-71.7158,0.850038178,-1.249034407,0.848200346,-1.251676836,16.13894438
50718,368213,QC,48.9592,-72.485,23-06-2012,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.9592,-72.485",134,"48.8417,-72.5469",48.8417,-72.5469,0.854499239,-1.265101908,0.852448477,-1.266182267,13.81800355
50719,368214,QC,48.8928,-72.0314,10-07-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.8928,-72.0314",162,"48.7667,-72.0333",48.7667,-72.0333,0.853340341,-1.257185095,0.85113948,-1.257218256,14.01356611
50720,368215,QC,48.5433,-71.805,21-07-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5433,-71.805",116,"48.5983,-71.7158",48.5983,-71.7158,0.847240415,-1.253233669,0.848200346,-1.251676836,8.965204652
50721,368216,QC,48.5558,-71.7928,22-07-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5558,-71.7928",116,"48.5983,-71.7158",48.5983,-71.7158,0.847458581,-1.253020739,0.848200346,-1.251676836,7.372508621
50722,368217,QC,48.5433,-71.805,24-07-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5433,-71.805",116,"48.5983,-71.7158",48.5983,-71.7158,0.847240415,-1.253233669,0.848200346,-1.251676836,8.965204652
50723,368218,QC,48.9544,-72.2461,30-07-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.9544,-72.2461",134,"48.8417,-72.5469",48.8417,-72.5469,0.854415463,-1.260932317,0.852448477,-1.266182267,25.29280128
50724,368219,QC,48.9,-71.8169,31-07-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.9,-71.8169",162,"48.7667,-72.0333",48.7667,-72.0333,0.853466004,-1.253441364,0.85113948,-1.257218256,21.67924815
50725,368220,QC,48.4275,-71.3158,31-07-2012,0.4,H,Intensive,Boreal Shield East,"(45, 50]","48.4275,-71.3158",71,"48.425,-71.1425",48.425,-71.1425,0.845219324,-1.244695519,0.84517569,-1.241670863,12.78229662
50726,368221,QC,48.4303,-71.2533,04-08-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4303,-71.2533",71,"48.425,-71.1425",48.425,-71.1425,0.845268193,-1.243604688,0.84517569,-1.241670863,8.191454987
50727,368222,QC,48.6267,-71.2283,17-08-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6267,-71.2283",202,"48.5667,-71.3333",48.5667,-71.3333,0.848696019,-1.243168356,0.847648822,-1.245000951,10.1982512
50728,368223,QC,48.4853,-71.2353,19-08-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4853,-71.2353",71,"48.425,-71.1425",48.425,-71.1425,0.846228124,-1.243290529,0.84517569,-1.241670863,9.57479397
50729,368224,QC,48.6186,-71.2133,30-08-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6186,-71.2133",202,"48.5667,-71.3333",48.5667,-71.3333,0.848554648,-1.242906556,0.847648822,-1.245000951,10.53817682
50730,368225,QC,48.46,-71.2039,25-04-2013,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.46,-71.2039",71,"48.425,-71.1425",48.425,-71.1425,0.845786556,-1.242742495,0.84517569,-1.241670863,5.967753868
50731,368226,QC,48.4608,-71.1903,27-04-2013,2,H,Intensive,Boreal Shield East,"(45, 50]","48.4608,-71.1903",71,"48.425,-71.1425",48.425,-71.1425,0.845800518,-1.24250513,0.84517569,-1.241670863,5.314400017
50732,368227,QC,48.4572,-71.1892,27-04-2013,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.4572,-71.1892",71,"48.425,-71.1425",48.425,-71.1425,0.845737686,-1.242485932,0.84517569,-1.241670863,4.965463212
50733,368228,QC,48.4736,-71.2203,28-04-2013,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.4736,-71.2203",71,"48.425,-71.1425",48.425,-71.1425,0.84602392,-1.243028729,0.84517569,-1.241670863,7.87724841
50734,368229,QC,48.47,-71.2203,29-04-2013,0.6,H,Intensive,Boreal Shield East,"(45, 50]","48.47,-71.2203",71,"48.425,-71.1425",48.425,-71.1425,0.845961088,-1.243028729,0.84517569,-1.241670863,7.608700711
50735,368230,QC,48.4672,-71.2133,29-04-2013,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.4672,-71.2133",71,"48.425,-71.1425",48.425,-71.1425,0.845912219,-1.242906556,0.84517569,-1.241670863,7.01620834
50736,368231,QC,48.4581,-71.1958,29-04-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4581,-71.1958",71,"48.425,-71.1425",48.425,-71.1425,0.845753394,-1.242601124,0.84517569,-1.241670863,5.382200021
50737,368232,QC,48.4592,-71.1958,30-04-2013,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.4592,-71.1958",71,"48.425,-71.1425",48.425,-71.1425,0.845772593,-1.242601124,0.84517569,-1.241670863,5.466436095
50738,368233,QC,48.4544,-71.2283,02-05-2013,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.4544,-71.2283",71,"48.425,-71.1425",48.425,-71.1425,0.845688817,-1.243168356,0.84517569,-1.241670863,7.119201646
50739,368234,QC,48.4544,-71.2136,01-05-2013,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.4544,-71.2136",71,"48.425,-71.1425",48.425,-71.1425,0.845688817,-1.242911792,0.84517569,-1.241670863,6.176405722
50740,368235,QC,48.4556,-71.1944,03-05-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4556,-71.1944",71,"48.425,-71.1425",48.425,-71.1425,0.845709761,-1.242576689,0.84517569,-1.241670863,5.118776223
50741,368236,QC,48.7933,-72.5997,06-05-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.7933,-72.5997",134,"48.8417,-72.5469",48.8417,-72.5469,0.851603738,-1.267103801,0.852448477,-1.266182267,6.62223706
50742,368237,QC,48.4519,-71.4472,06-05-2013,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.4519,-71.4472",202,"48.5667,-71.3333",48.5667,-71.3333,0.845645184,-1.246988881,0.847648822,-1.245000951,15.26627184
50743,368238,QC,48.47,-71.2189,07-05-2013,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.47,-71.2189",71,"48.425,-71.1425",48.425,-71.1425,0.845961088,-1.243004295,0.84517569,-1.241670863,7.531229438
50744,368239,QC,48.4781,-71.1864,05-05-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4781,-71.1864",71,"48.425,-71.1425",48.425,-71.1425,0.84610246,-1.242437063,0.84517569,-1.241670863,6.729631239
50745,368240,QC,48.3319,-70.7258,23-07-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.3319,-70.7258",75,"48.2981,-70.9195",48.2981,-70.9195,0.843550789,-1.234398076,0.842960867,-1.237778779,14.79939276
50746,368241,QC,48.3361,-70.7081,23-07-2013,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.3361,-70.7081",18,"48.3742,-70.5353",48.3742,-70.5353,0.843624093,-1.234089153,0.844289063,-1.231073224,13.44428885
50747,368242,QC,49.0289,-72.31,07-05-2014,0.8,H,Intensive,Boreal Shield East,"(45, 50]","49.0289,-72.31",134,"48.8417,-72.5469",48.8417,-72.5469,0.855715734,-1.262047582,0.852448477,-1.266182267,27.0520564
50748,368243,QC,48.8497,-72.2228,20-05-2014,0.4,H,Intensive,Boreal Shield East,"(45, 50]","48.8497,-72.2228",162,"48.7667,-72.0333",48.7667,-72.0333,0.852588104,-1.260525655,0.85113948,-1.257218256,16.65554879
50749,368244,QC,48.7619,-71.8731,21-05-2014,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.7619,-71.8731",162,"48.7667,-72.0333",48.7667,-72.0333,0.851055705,-1.254422239,0.85113948,-1.257218256,11.7466083
50750,368245,QC,48.9161,-72.5053,21-05-2014,0.6,H,Intensive,Boreal Shield East,"(45, 50]","48.9161,-72.5053",134,"48.8417,-72.5469",48.8417,-72.5469,0.853747002,-1.26545621,0.852448477,-1.266182267,8.808962065
50751,368246,QC,48.8775,-72.0589,21-05-2014,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.8775,-72.0589",162,"48.7667,-72.0333",48.7667,-72.0333,0.853073305,-1.25766506,0.85113948,-1.257218256,12.45431021
50752,368247,QC,48.4708,-71.2311,22-05-2014,5.4,H,Intensive,Boreal Shield East,"(45, 50]","48.4708,-71.2311",71,"48.425,-71.1425",48.425,-71.1425,0.845975051,-1.243217225,0.84517569,-1.241670863,8.27965597
50753,368248,QC,48.8406,-72.16,27-05-2014,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.8406,-72.16",162,"48.7667,-72.0333",48.7667,-72.0333,0.852429279,-1.259429588,0.85113948,-1.257218256,12.38687986
50754,368249,QC,48.75,-71.6667,25-06-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","48.75,-71.6667",116,"48.5983,-71.7158",48.5983,-71.7158,0.85084801,-1.250819879,0.848200346,-1.251676836,17.23841008
50755,368250,QC,49.0272,-72.5739,29-06-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","49.0272,-72.5739",134,"48.8417,-72.5469",48.8417,-72.5469,0.855686063,-1.266653506,0.852448477,-1.266182267,20.70772468
50756,368251,QC,48.8947,-72.2786,29-06-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","48.8947,-72.2786",134,"48.8417,-72.5469",48.8417,-72.5469,0.853373502,-1.261499549,0.852448477,-1.266182267,20.47727179
50757,368252,QC,48.3569,-71.2861,01-07-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","48.3569,-71.2861",96,"48.3072,-71.1292",48.3072,-71.1292,0.843987121,-1.244177156,0.843119692,-1.241438734,12.83986638
50758,368253,QC,48.7361,-72.2161,25-07-2014,0,H,Intensive,Boreal Shield East,"(45, 50]","48.7361,-72.2161",162,"48.7667,-72.0333",48.7667,-72.0333,0.85060541,-1.260408718,0.85113948,-1.257218256,13.81828192
50759,368254,QC,49.0128,-72.3728,26-08-2014,0,L,Intensive,Boreal Shield East,"(45, 50]","49.0128,-72.3728",134,"48.8417,-72.5469",48.8417,-72.5469,0.855434736,-1.263143649,0.852448477,-1.266182267,22.87111828
50760,368255,QC,48.7028,-71.7897,30-04-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","48.7028,-71.7897",116,"48.5983,-71.7158",48.5983,-71.7158,0.850024215,-1.252966634,0.848200346,-1.251676836,12.81742144
50761,368256,QC,48.46,-71.2575,30-04-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","48.46,-71.2575",71,"48.425,-71.1425",48.425,-71.1425,0.845786556,-1.243677992,0.84517569,-1.241670863,9.327106077
50762,368257,QC,48.8758,-72.3989,01-05-2015,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.8758,-72.3989",134,"48.8417,-72.5469",48.8417,-72.5469,0.853043635,-1.26359918,0.852448477,-1.266182267,11.46479151
50763,368258,QC,48.3369,-71.6947,07-05-2015,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.3369,-71.6947",111,"48.4167,-71.75",48.4167,-71.75,0.843638055,-1.251308571,0.845030828,-1.252273738,9.762117333
50764,368259,QC,48.7064,-71.8103,07-05-2015,1.1,H,Intensive,Boreal Shield East,"(45, 50]","48.7064,-71.8103",116,"48.5983,-71.7158",48.5983,-71.7158,0.850087047,-1.253326172,0.848200346,-1.251676836,13.87196036
50765,368260,QC,48.4753,-71.2297,08-05-2015,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.4753,-71.2297",71,"48.425,-71.1425",48.425,-71.1425,0.846053591,-1.24319279,0.84517569,-1.241670863,8.517751321
50766,368261,QC,48.4572,-71.1917,08-05-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4572,-71.1917",71,"48.425,-71.1425",48.425,-71.1425,0.845737686,-1.242529565,0.84517569,-1.241670863,5.094973268
50767,368262,QC,48.4781,-71.2367,08-05-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4781,-71.2367",71,"48.425,-71.1425",48.425,-71.1425,0.84610246,-1.243314963,0.84517569,-1.241670863,9.111693034
50768,368263,QC,48.8992,-72.0136,01-06-2015,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.8992,-72.0136",162,"48.7667,-72.0333",48.7667,-72.0333,0.853452042,-1.256874426,0.85113948,-1.257218256,14.79442559
50769,368264,QC,48.8506,-72.22,06-06-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","48.8506,-72.22",162,"48.7667,-72.0333",48.7667,-72.0333,0.852603812,-1.260476786,0.85113948,-1.257218256,16.54137343
50770,368265,QC,48.5969,-72.5031,07-06-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5969,-72.5031",226,"48.6167,-72.4167",48.6167,-72.4167,0.848175911,-1.265417813,0.848521486,-1.263909848,6.719015058
50771,368266,QC,48.3594,-70.8022,07-06-2015,0.8,H,Intensive,Boreal Shield East,"(45, 50]","48.3594,-70.8022",75,"48.2981,-70.9195",48.2981,-70.9195,0.844030754,-1.235731508,0.842960867,-1.237778779,11.02311064
50772,368267,QC,48.9511,-72.0725,19-06-2015,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.9511,-72.0725",162,"48.7667,-72.0333",48.7667,-72.0333,0.854357867,-1.257902425,0.85113948,-1.257218256,20.69091613
50773,368268,QC,48.3533,-70.8506,06-07-2015,0,H,Intensive,Boreal Shield East,"(45, 50]","48.3533,-70.8506",75,"48.2981,-70.9195",48.2981,-70.9195,0.843924289,-1.236576247,0.842960867,-1.237778779,7.971407678
50774,368269,QC,48.5261,-71.0853,07-05-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5261,-71.0853",71,"48.425,-71.1425",48.425,-71.1425,0.846940218,-1.240672535,0.84517569,-1.241670863,11.99901451
50775,368270,QC,48.4592,-71.2067,13-05-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4592,-71.2067",71,"48.425,-71.1425",48.425,-71.1425,0.845772593,-1.242791364,0.84517569,-1.241670863,6.069754429
50776,368271,QC,48.4339,-71.4242,21-05-2016,0.2,H,Intensive,Boreal Shield East,"(45, 50]","48.4339,-71.4242",202,"48.5667,-71.3333",48.5667,-71.3333,0.845331025,-1.246587456,0.847648822,-1.245000951,16.2043516
50777,368272,QC,48.6294,-71.1861,21-05-2016,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.6294,-71.1861",202,"48.5667,-71.3333",48.5667,-71.3333,0.848743143,-1.242431827,0.847648822,-1.245000951,12.86754147
50778,368273,QC,48.6686,-71.7311,13-05-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.6686,-71.7311",116,"48.5983,-71.7158",48.5983,-71.7158,0.849427312,-1.251943871,0.848200346,-1.251676836,7.892488379
50779,368274,QC,48.5917,-72.5044,20-06-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5917,-72.5044",226,"48.6167,-72.4167",48.6167,-72.4167,0.848085154,-1.265440502,0.848521486,-1.263909848,7.017705238
50780,368275,QC,48.245,-71.2286,20-06-2016,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.245,-71.2286",96,"48.3072,-71.1292",48.3072,-71.1292,0.842034098,-1.243173592,0.843119692,-1.241438734,10.09056505
50781,368276,QC,48.8794,-71.7581,09-07-2016,0,H,Intensive,Boreal Shield East,"(45, 50]","48.8794,-71.7581",162,"48.7667,-72.0333",48.7667,-72.0333,0.853106466,-1.25241511,0.85113948,-1.257218256,23.71168856
50782,368277,QC,48.7644,-72.7022,14-10-2016,0.3,H,Intensive,Boreal Shield East,"(45, 50]","48.7644,-72.7022",134,"48.8417,-72.5469",48.8417,-72.5469,0.851099338,-1.268892763,0.852448477,-1.266182267,14.2475073
50783,368309,QC,48.1947,-72.2714,20-06-2011,0,H,Intensive,Boreal Shield East,"(45, 50]","48.1947,-72.2714",110,"48.2167,-72.1667",48.2167,-72.1667,0.841156197,-1.261373885,0.841540169,-1.259546525,8.130375338
50784,368310,QC,48.3964,-73.4811,13-07-2011,0,L,Intensive,Boreal Shield East,"(45, 50]","48.3964,-73.4811",226,"48.6167,-72.4167",48.6167,-72.4167,0.844676526,-1.282487133,0.848521486,-1.263909848,82.09961122
50785,368311,QC,47.9028,-73.7192,20-07-2011,0.2,L,Intensive,Boreal Shield East,"(45, 50]","47.9028,-73.7192",145,"47.9222,-74.6242",47.9222,-74.6242,0.836061581,-1.286642762,0.836400175,-1.302437992,67.44141376
50786,368312,QC,48.2528,-73.5442,16-05-2012,972,L,Intensive,Boreal Shield East,"(45, 50]","48.2528,-73.5442",145,"47.9222,-74.6242",47.9222,-74.6242,0.842170233,-1.283588436,0.836400175,-1.302437992,88.18523584
50787,368313,QC,48.3694,-72.4867,27-05-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.3694,-72.4867",181,"48.5167,-72.2667",48.5167,-72.2667,0.844205287,-1.265131579,0.846776157,-1.261291855,23.04225139
50788,368314,QC,47.7969,-72.0917,11-06-2012,0,L,Intensive,Boreal Shield East,"(45, 50]","47.7969,-72.0917",110,"48.2167,-72.1667",48.2167,-72.1667,0.834213277,-1.258237528,0.841540169,-1.259546525,46.98238336
50789,368315,QC,48.5925,-72.9128,16-06-2012,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.5925,-72.9128",226,"48.6167,-72.4167",48.6167,-72.4167,0.848099117,-1.272568427,0.848521486,-1.263909848,36.55324556
50790,368316,QC,48.3292,-71.9664,21-06-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.3292,-71.9664",111,"48.4167,-71.75",48.4167,-71.75,0.843503665,-1.256050631,0.845030828,-1.252273738,18.70083586
50791,368317,QC,48.4456,-72.7683,21-06-2012,0,L,Intensive,Boreal Shield East,"(45, 50]","48.4456,-72.7683",226,"48.6167,-72.4167",48.6167,-72.4167,0.845535228,-1.270046426,0.848521486,-1.263909848,32.10854246
50792,368318,QC,48.5767,-73.2844,07-07-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.5767,-73.2844",134,"48.8417,-72.5469",48.8417,-72.5469,0.847823355,-1.27905407,0.852448477,-1.266182267,61.57787811
50793,368319,QC,48.1919,-73.5456,25-07-2012,0,L,Intensive,Boreal Shield East,"(45, 50]","48.1919,-73.5456",145,"47.9222,-74.6242",47.9222,-74.6242,0.841107328,-1.28361287,0.836400175,-1.302437992,85.53451486
50794,368320,QC,47.9978,-73.7986,31-07-2012,0.1,H,Intensive,Boreal Shield East,"(45, 50]","47.9978,-73.7986",145,"47.9222,-74.6242",47.9222,-74.6242,0.837719644,-1.288028553,0.836400175,-1.302437992,62.00832084
50795,368321,QC,48.2825,-73.3925,31-07-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2825,-73.3925",226,"48.6167,-72.4167",48.6167,-72.4167,0.842688596,-1.280940771,0.848521486,-1.263909848,80.94466301
50796,368322,QC,48.2342,-72.4608,02-08-2012,0.2,L,Intensive,Boreal Shield East,"(45, 50]","48.2342,-72.4608",110,"48.2167,-72.1667",48.2167,-72.1667,0.841845602,-1.264679539,0.841540169,-1.259546525,21.85938211
50797,368323,QC,48.1222,-73.2633,01-08-2012,0.5,L,Intensive,Boreal Shield East,"(45, 50]","48.1222,-73.2633",110,"48.2167,-72.1667",48.2167,-72.1667,0.839890833,-1.278685806,0.841540169,-1.259546525,81.94685376
50798,368324,QC,47.7397,-72.1361,14-08-2012,0,H,Intensive,Boreal Shield East,"(45, 50]","47.7397,-72.1361",110,"48.2167,-72.1667",48.2167,-72.1667,0.833214949,-1.259012455,0.841540169,-1.259546525,53.05553126
50799,368325,QC,48.5925,-72.5317,06-05-2013,0.4,H,Intensive,Boreal Shield East,"(45, 50]","48.5925,-72.5317",226,"48.6167,-72.4167",48.6167,-72.4167,0.848099117,-1.265916977,0.848521486,-1.263909848,8.867978379
50800,368326,QC,48.0586,-73.1386,31-05-2013,0,L,Intensive,Boreal Shield East,"(45, 50]","48.0586,-73.1386",110,"48.2167,-72.1667",48.2167,-72.1667,0.838780804,-1.27650938,0.841540169,-1.259546525,74.18456487
50801,368327,QC,48.5425,-73.7231,13-06-2013,1.3,H,Intensive,Boreal Shield East,"(45, 50]","48.5425,-73.7231",19,"49.2786,-73.3556",49.2786,-73.3556,0.847226452,-1.28671083,0.860073821,-1.280296745,86.08990976
50802,368328,QC,48.3694,-72.7711,06-07-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.3694,-72.7711",226,"48.6167,-72.4167",48.6167,-72.4167,0.844205287,-1.270095295,0.848521486,-1.263909848,37.89972846
50803,368329,QC,47.9969,-73.1828,07-08-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","47.9969,-73.1828",90,"47.4111,-72.7875",47.4111,-72.7875,0.837703936,-1.277280816,0.827479797,-1.270381529,71.49465772
50804,368330,QC,48.4556,-73.1986,21-08-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.4556,-73.1986",226,"48.6167,-72.4167",48.6167,-72.4167,0.845709761,-1.277556578,0.848521486,-1.263909848,60.25374478
50805,368331,QC,48.2592,-73.5106,23-08-2013,0,H,Intensive,Boreal Shield East,"(45, 50]","48.2592,-73.5106",226,"48.6167,-72.4167",48.6167,-72.4167,0.842281934,-1.283002005,0.848521486,-1.263909848,89.89936593
50806,368332,QC,48.2528,-71.6344,01-07-2014,0.1,L,Intensive,Boreal Shield East,"(45, 50]","48.2528,-71.6344",111,"48.4167,-71.75",48.4167,-71.75,0.842170233,-1.250256138,0.845030828,-1.252273738,20.11605384
50807,368333,QC,48.2636,-73.5267,11-08-2014,0.1,H,Intensive,Boreal Shield East,"(45, 50]","48.2636,-73.5267",145,"47.9222,-74.6242",47.9222,-74.6242,0.842358729,-1.283283003,0.836400175,-1.302437992,89.86002372
